location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2004,Saugeye,Fingerlings,4496
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2004,Saugeye,Fingerlings,8992
OTTAWA RESERVOIR,-84.021753,41.014453,20,2004,Saugeye,Fingerlings,4496
MCCOMB RESERVOIR #2,-83.779104,41.106120,20,2004,Saugeye,Fingerlings,5620
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2004,Saugeye,Fingerlings,13488
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2004,Saugeye,Fingerlings,19108
PAULDING RESERVOIR,-84.591437,41.124255,67,2004,Saugeye,Fingerlings,13488
LIMA LAKE,-84.050626,40.757473,87,2004,Saugeye,Fingerlings,26976
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2004,Saugeye,Fingerlings,67440
LAKE LORAMIE,-84.362362,40.363606,869,2004,Saugeye,Fingerlings,132632
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,287744
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2004,Walleye,Fingerlings,135546
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2004,Walleye,Fingerlings,121524
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2004,Walleye,Fingerlings,515698
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2004,Walleye,Fingerlings,130872
BRESLER RESERVOIR,-84.229082,40.730660,582,2004,Walleye,Fingerlings,71668
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2004,Walleye,Fingerlings,25358
WILLARD RESERVOIR,-82.665177,41.057248,199,2004,Walleye,Fingerlings,33810
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2004,Walleye,Fingerlings,28739
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2004,Walleye,Fingerlings,35501
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2004,Walleye,Fingerlings,8453
KILLDEER RESERVOIR,-83.384538,40.705486,251,2004,Walleye,Fingerlings,35501
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2004,Walleye,Fingerlings,194038
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,185760
ACTON LAKE,-84.734460,39.557816,592,2004,Saugeye,Fingerlings,416928
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,124020
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,110240
LAKE LORAMIE,-84.362362,40.363606,869,2004,Saugeye,Fingerlings,122960
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,162456
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,2004,Walleye,Fingerlings,65660
BERLIN LAKE,-81.002592,41.046758,3132,2004,Walleye,Fingerlings,102255
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2004,Walleye,Fingerlings,87505
ALUM CREEK LAKE,-82.963793,40.184249,3331,1998,Saugeye,Fingerlings,469450
TURKEYFOOT LAKE,-81.543730,40.969256,474,2004,Walleye,Fingerlings,66760
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2004,Walleye,Fingerlings,123088
LAKE MILTON,-80.977591,41.127257,1694,2004,Walleye,Fingerlings,105502
LADUE RESERVOIR,-81.186490,41.406954,1478,2004,Walleye,Fingerlings,151993
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2004,Walleye,Fingerlings,72666
LAKE MILTON,-80.977591,41.127257,1694,2004,Walleye,Fingerlings,65926
BRESLER RESERVOIR,-84.229082,40.730660,582,2004,Yellow Perch,Fingerlings,301170
ACTON LAKE,-84.734460,39.557816,592,2004,Saugeye,Fingerlings,407096
PLEASANT HILL LAKE,-82.324884,40.622857,783,2004,Saugeye,Fingerlings,151424
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1983,Channel Catfish,Fingerlings,2500
BELMONT LAKE,-81.008987,40.033671,109,1983,Channel Catfish,Fingerlings,11600
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1987,Channel Catfish,Fingerlings,3750
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1989,Channel Catfish,Fingerlings,1510
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1983,Walleye,Fry,60000
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1986,Walleye,Fingerlings,1000
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1988,Walleye,Fingerlings,750
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1988,Walleye,Fingerlings,750
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1982,Largemouth Bass,Fingerlings,750
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1982,Northern Pike,Fingerlings,496
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1986,Northern Pike,Fingerlings,600
TAPPAN LAKE,-81.225939,40.359266,2274,1982,Walleye,Fingerlings,100000
BELMONT LAKE,-81.008987,40.033671,109,1984,Channel Catfish,Yearling,5800
TAPPAN LAKE,-81.225939,40.359266,2274,1982,Walleye,Fingerlings,25000
TAPPAN LAKE,-81.225939,40.359266,2274,1983,Walleye,Fingerlings,71787
TAPPAN LAKE,-81.225939,40.359266,2274,1984,Walleye,Fingerlings,198000
TAPPAN LAKE,-81.225939,40.359266,2274,1985,Walleye,Fingerlings,141000
TAPPAN LAKE,-81.225939,40.359266,2274,1986,Walleye,Fingerlings,123160
TAPPAN LAKE,-81.225939,40.359266,2274,1987,Walleye,Fingerlings,41440
TAPPAN LAKE,-81.225939,40.359266,2274,1988,Walleye,Fingerlings,70520
TAPPAN LAKE,-81.225939,40.359266,2274,1988,Walleye,Fingerlings,70508
TAPPAN LAKE,-81.225939,40.359266,2274,1989,Walleye,Fingerlings,30208
TAPPAN LAKE,-81.225939,40.359266,2274,1989,Walleye,Fingerlings,111236
BELMONT LAKE,-81.008987,40.033671,109,1986,Channel Catfish,Yearling,5509
TRANQUILITY  WILDLIFE AREA PONDS,NULL,NULL,N/A,1984,Channel Catfish,Fingerlings,1200
TRANQUILITY  WILDLIFE AREA PONDS,NULL,NULL,N/A,1987,Channel Catfish,Yearling,500
TRANQUILITY  WILDLIFE AREA PONDS,NULL,NULL,N/A,1988,Channel Catfish,Yearling,500
TRANQUILITY  WILDLIFE AREA PONDS,NULL,NULL,N/A,1989,Channel Catfish,Fingerlings,1000
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Channel Catfish,Fingerlings,5000
TURKEY CREEK LAKE,-83.189347,38.733354,49,1988,Channel Catfish,Yearling,1278
TURKEY CREEK LAKE,-83.189347,38.733354,49,1988,Channel Catfish,Yearling,1256
TURKEY CREEK LAKE,-83.189347,38.733354,49,1989,Channel Catfish,Yearling,765
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Golden Trout,Yearling,1000
BELMONT LAKE,-81.008987,40.033671,109,1988,Channel Catfish,Yearling,3320
TURKEY CREEK LAKE,-83.189347,38.733354,49,1983,Golden Trout,Yearling,4004
TURKEY CREEK LAKE,-83.189347,38.733354,49,1984,Golden Trout,Yearling,2252
TURKEY CREEK LAKE,-83.189347,38.733354,49,1985,Golden Trout,Yearling,3001
TURKEY CREEK LAKE,-83.189347,38.733354,49,1987,Golden Trout,Yearling,2501
TURKEY CREEK LAKE,-83.189347,38.733354,49,1988,Golden Trout,Yearling,2625
TURKEY CREEK LAKE,-83.189347,38.733354,49,1989,Golden Trout,Yearling,2300
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Largemouth Bass,Fingerlings,10000
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Rainbow Trout,Yearling,4800
TURKEY CREEK LAKE,-83.189347,38.733354,49,1983,Rainbow Trout,Yearling,2806
TURKEY CREEK LAKE,-83.189347,38.733354,49,1984,Rainbow Trout,Yearling,2252
BELMONT LAKE,-81.008987,40.033671,109,1983,Golden Trout,Yearling,1500
TURKEY CREEK LAKE,-83.189347,38.733354,49,1985,Rainbow Trout,Yearling,2136
TURKEY CREEK LAKE,-83.189347,38.733354,49,1986,Rainbow Trout,Yearling,5044
TURKEYFOOT LAKE,-81.543730,40.969256,474,1982,Walleye,Fingerlings,30000
TURKEYFOOT LAKE,-81.543730,40.969256,474,1983,Walleye,Fingerlings,33000
TURKEYFOOT LAKE,-81.543730,40.969256,474,1984,Walleye,Fingerlings,39900
TURKEYFOOT LAKE,-81.543730,40.969256,474,1984,Walleye,Fingerlings,25000
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Walleye,Fingerlings,39960
TURKEYFOOT LAKE,-81.543730,40.969256,474,1987,Walleye,Fingerlings,31687
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Muskellunge,Adv. Fingerlings,973
ALUM CREEK LAKE,-82.963793,40.184249,3331,1986,Walleye,Fingerlings,203314
BELMONT LAKE,-81.008987,40.033671,109,1984,Golden Trout,Yearling,1125
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Muskellunge,Adv. Fingerlings,350
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Muskellunge,Adv. Fingerlings,75
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Northern Pike,Adv. Fingerlings,400
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Northern Pike,Adv. Fingerlings,150
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Northern Pike,Adv. Fingerlings,156
TURKEYFOOT LAKE,-81.543730,40.969256,474,1988,Saugeye,Fingerlings,2158
TURKEYFOOT LAKE,-81.543730,40.969256,474,1984,Tiger Muskie,Adv. Fingerlings,5009
TURKEYFOOT LAKE,-81.543730,40.969256,474,1984,Tiger Muskie,Adv. Fingerlings,2000
TURKEYFOOT LAKE,-81.543730,40.969256,474,1984,Tiger Muskie,Adv. Fingerlings,100
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Tiger Muskie,Adv. Fingerlings,150
BELMONT LAKE,-81.008987,40.033671,109,1985,Golden Trout,Yearling,1508
TURKEYFOOT LAKE,-81.543730,40.969256,474,1985,Tiger Muskie,Adv. Fingerlings,102
TYCOON LAKE,-82.353209,38.921774,183,1983,Channel Catfish,Yearling,5747
TYCOON LAKE,-82.353209,38.921774,183,1985,Channel Catfish,Yearling,4090
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1984,Channel Catfish,Fingerlings,1500
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1987,Channel Catfish,Yearling,750
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1989,Channel Catfish,Fingerlings,1500
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1982,Northern Pike,Fingerlings,497
BELMONT LAKE,-81.008987,40.033671,109,1987,Golden Trout,Yearling,3000
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1983,Northern Pike,Fingerlings,679
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1985,Northern Pike,Fingerlings,600
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1986,Northern Pike,Fingerlings,600
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1989,Northern Pike,Fingerlings,581
NORWALK RESERVOIR #3,-82.590454,41.234447,92,1987,Walleye,Fingerlings,9128
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1984,Golden Trout,Yearling,1125
NORWALK RESERVOIR #3,-82.590454,41.234447,92,1989,Walleye,Fingerlings,4250
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1982,Saugeye,Fingerlings,20988
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1982,Saugeye,Fingerlings,20216
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1983,Saugeye,Fingerlings,64588
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1983,Saugeye,Fingerlings,62370
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1984,Saugeye,Fingerlings,61649
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1985,Saugeye,Fingerlings,55200
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1985,Saugeye,Fingerlings,15022
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1986,Saugeye,Fingerlings,55269
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1987,Saugeye,Fingerlings,55340
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1985,Golden Trout,Yearling,1508
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1988,Saugeye,Fingerlings,55200
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1989,Saugeye,Fingerlings,165682
OAKTHORPE LAKE,-82.447832,39.809329,43,1982,Northern Pike,Fingerlings,400
OAKTHORPE LAKE,-82.447832,39.809329,43,1983,Northern Pike,Fingerlings,400
OBERLIN RESERVOIR,-82.178209,41.275049,56,1984,Channel Catfish,Fingerlings,1300
OBERLIN RESERVOIR,-82.178209,41.275049,56,1982,Smallmouth Bass,Fingerlings,9650
OBERLIN RESERVOIR,-82.178209,41.275049,56,1984,Smallmouth Bass,Fingerlings,4000
OBERLIN RESERVOIR,-82.178209,41.275049,56,1984,Smallmouth Bass,Fingerlings,7500
OHIO / ERIE CANAL,NULL,NULL,N/A,1987,Golden Trout,Yearling,2000
OHIO / ERIE CANAL,NULL,NULL,N/A,1988,Golden Trout,Yearling,1201
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1987,Golden Trout,Yearling,3000
OHIO / ERIE CANAL,NULL,NULL,N/A,1989,Golden Trout,Yearling,1100
OHIO / ERIE CANAL,NULL,NULL,N/A,1984,Rainbow Trout,Yearling,1500
OHIO / ERIE CANAL,NULL,NULL,N/A,1986,Rainbow Trout,Yearling,1000
OHIO / ERIE CANAL,NULL,NULL,N/A,1986,Rainbow Trout,Yearling,500
AEP RECREATION LAND,NULL,NULL,N/A,1982,Channel Catfish,Fingerlings,9570
AEP RECREATION LAND,NULL,NULL,N/A,1983,Channel Catfish,Fingerlings,20000
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1988,Golden Trout,Yearling,1930
AEP RECREATION LAND,NULL,NULL,N/A,1984,Channel Catfish,Fingerlings,20010
AEP RECREATION LAND,NULL,NULL,N/A,1987,Channel Catfish,Fingerlings,10000
AEP RECREATION LAND,NULL,NULL,N/A,1988,Channel Catfish,Yearling,475
AEP RECREATION LAND,NULL,NULL,N/A,1988,Channel Catfish,Yearling,2131
AEP RECREATION LAND,NULL,NULL,N/A,1989,Channel Catfish,Yearling,150
AEP RECREATION LAND,NULL,NULL,N/A,1982,Largemouth Bass,Fingerlings,10000
AEP RECREATION LAND,NULL,NULL,N/A,1982,Redear Sunfish,Fingerlings,53440
AEP RECREATION LAND,NULL,NULL,N/A,1982,Smallmouth Bass,Fingerlings,19300
OHIO RIVER BASIN,NULL,NULL,N/A,1983,Hybrid-Striped Bass,Fingerlings,9000
OHIO RIVER BASIN,NULL,NULL,N/A,1985,Hybrid-Striped Bass,Fingerlings,38184
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1989,Golden Trout,Yearling,664
OHIO RIVER BASIN,NULL,NULL,N/A,1988,Hybrid-Striped Bass,Fingerlings,177550
OHIO RIVER BASIN,NULL,NULL,N/A,1989,Hybrid-Striped Bass,Fingerlings,31086
OHIO RIVER BASIN,NULL,NULL,N/A,1989,Hybrid-Striped Bass,Adv. Fingerlings,585
OHIO RIVER BELLEVILLE POOL,NULL,NULL,N/A,1989,Hybrid-Striped Bass,Fingerlings,60255
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1989,Golden Trout,Yearling,1337
OLANDER LAKE,-83.709372,41.691181,24,1983,Channel Catfish,Fingerlings,1450
OLANDER LAKE,-83.709372,41.691181,24,1987,Channel Catfish,Fingerlings,3625
OLANDER LAKE,-83.709372,41.691181,24,1989,Channel Catfish,Fingerlings,1456
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1982,Rainbow Trout,Yearling,2000
OLANDER LAKE,-83.709372,41.691181,24,1987,Golden Trout,Yearling,2000
OLANDER LAKE,-83.709372,41.691181,24,1989,Golden Trout,Yearling,2001
OLANDER LAKE,-83.709372,41.691181,24,1982,Northern Pike,Fingerlings,480
OLANDER LAKE,-83.709372,41.691181,24,1985,Northern Pike,Fingerlings,580
OLANDER LAKE,-83.709372,41.691181,24,1986,Northern Pike,Fingerlings,600
OLANDER LAKE,-83.709372,41.691181,24,1988,Northern Pike,Fingerlings,1081
OLANDER LAKE,-83.709372,41.691181,24,1989,Northern Pike,Fingerlings,580
OLANDER LAKE,-83.709372,41.691181,24,1982,Yellow Perch,Fingerlings,5800
OLANDER LAKE,-83.709372,41.691181,24,1984,Yellow Perch,Fingerlings,2900
OLANDER LAKE,-83.709372,41.691181,24,1985,Rainbow Trout,Adv. Fingerlings,1001
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1983,Rainbow Trout,Yearling,1500
OLANDER LAKE,-83.709372,41.691181,24,1986,Rainbow Trout,Yearling,1000
OLANDER LAKE,-83.709372,41.691181,24,1988,Rainbow Trout,Yearling,1106
OLDAKER PONDS,NULL,NULL,N/A,1984,Channel Catfish,Fingerlings,500
OLDAKER PONDS,NULL,NULL,N/A,1987,Channel Catfish,Yearling,250
OLDAKER PONDS,NULL,NULL,N/A,1988,Channel Catfish,Yearling,250
AMANN RESERVOIR,-82.822403,40.712548,32,1988,Channel Catfish,Yearling,1001
BRESLER RESERVOIR,-84.229082,40.730660,582,1983,Channel Catfish,Fingerlings,18300
BRESLER RESERVOIR,-84.229082,40.730660,582,1986,Channel Catfish,Fingerlings,1696
BRESLER RESERVOIR,-84.229082,40.730660,582,1987,Channel Catfish,Fingerlings,46656
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13385
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,8886
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13340
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13351
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13263
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13218
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13351
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,8864
MT. GILEAD LAKE,-82.817123,40.549250,16,1997,Rainbow Trout,Yearling,2181
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13230
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13296
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,4320
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,8176
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,12494
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,15523
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,8230
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,8240
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,12422
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,15523
RUSH RUN LAKE,-84.612101,39.593845,54,1998,Rainbow Trout,Yearling,2906
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13025
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,12360
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,12442
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,9461
VERMILION RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13079
VERMILION RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,13122
VERMILION RIVER (LAKE ERIE),NULL,NULL,N/A,2009,Rainbow Trout,Yearling,12938
BLUE LIMESTONE PARK,NULL,NULL,3,2009,Rainbow Trout,Catchable,508
CROSS ROADS INDUSTRIAL PONDS,NULL,NULL,12,2009,Rainbow Trout,Catchable,708
SWANTON RAILROAD RESERVOIR,NULL,NULL,2.1200000000000001,2009,Rainbow Trout,Catchable,1012
SWANTON RAILROAD RESERVOIR,NULL,NULL,2.1200000000000001,1998,Rainbow Trout,Yearling,2502
LIMA LAKE,-84.050626,40.757473,87,2009,Rainbow Trout,Catchable,1312
LAMBERJACK LAKE,-83.432109,41.158345,32,2009,Rainbow Trout,Catchable,1001
OHIO / ERIE CANAL,NULL,NULL,N/A,2009,Rainbow Trout,Catchable,2110
NORWALK RESERVOIR #1,-82.589899,41.238347,32,2009,Rainbow Trout,Catchable,1001
PAINESVILLE RECREATION PARK POND,NULL,NULL,N/A,2009,Rainbow Trout,Catchable,313
VETERAN'S PARK POND,NULL,NULL,34,2009,Rainbow Trout,Catchable,1902
ROSE LAKE,-82.537895,39.424910,21,2009,Rainbow Trout,Catchable,1007
LAKE ALMA,-82.517937,39.144467,68,2009,Rainbow Trout,Catchable,748
PETROS LAKE,-81.451687,40.754906,13,2009,Rainbow Trout,Catchable,1347
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,2009,Rainbow Trout,Catchable,738
WOLF RUN LAKE,-81.548180,39.790673,208,1998,Rainbow Trout,Yearling,1610
ADAMS LAKE,-83.516026,38.813935,37,2010,Rainbow Trout,Catchable,2414
NEW LEXINGTON RESERVOIR 1B,-82.231657,39.746578,43,2010,Rainbow Trout,Catchable,1277
WOLF RUN LAKE,-81.548180,39.790673,208,2010,Rainbow Trout,Catchable,3052
MONROE LAKE,-81.137885,39.818172,39,2010,Rainbow Trout,Catchable,1006
FORKED RUN LAKE,-81.767632,39.091778,110,2010,Rainbow Trout,Catchable,2669
TIMBRE RIDGE LAKE,-82.381408,38.654313,97,2010,Rainbow Trout,Catchable,1006
QUARRY PARK,NULL,NULL,10,2010,Rainbow Trout,Catchable,1017
RUSH RUN LAKE,-84.612101,39.593845,54,2010,Rainbow Trout,Catchable,2941
WOLF RUN LAKE,-81.548180,39.790673,208,1998,Rainbow Trout,Yearling,2404
BELMONT LAKE,-81.008987,40.033671,109,2010,Rainbow Trout,Catchable,2946
BARNESVILLE RESERVOIR #3,-81.160026,39.908518,93,2010,Rainbow Trout,Catchable,2462
SYCAMORE STATE PARK POND,NULL,NULL,N/A,2010,Rainbow Trout,Catchable,800
FOREST HILL POND,NULL,NULL,6,2010,Rainbow Trout,Catchable,530
STONELICK LAKE,-84.084333,39.216022,161,2010,Rainbow Trout,Catchable,2921
YOCTANGEE PARK LAKE,NULL,NULL,6,2010,Rainbow Trout,Catchable,757
CLARK LAKE,-83.660480,39.948114,97,2010,Rainbow Trout,Catchable,2622
COLD CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Catchable,561
COLD CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Catchable,572
SHADOW LAKE,NULL,NULL,4,2010,Rainbow Trout,Catchable,502
SHELBY RESERVOIR #3,-82.652779,40.909478,51,1998,Rainbow Trout,Yearling,2551
WESTLAKE RECREATION CENTER POND,NULL,NULL,N/A,2010,Rainbow Trout,Catchable,502
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2010,Rainbow Trout,Catchable,2022
ROCKY FORK LAKE,-83.439915,39.185034,1953,2010,Rainbow Trout,Catchable,1648
DELTA RESERVOIR #2,-84.013367,41.591180,52,2010,Rainbow Trout,Catchable,2195
ROSE LAKE,-82.537895,39.424910,21,2010,Rainbow Trout,Catchable,1354
WHITE STAR QUARRY,-83.318687,41.371424,16,2010,Rainbow Trout,Catchable,1748
JEFFERSON LAKE,-80.794249,40.460666,20,2010,Rainbow Trout,Catchable,2865
MT. GILEAD LAKE,-82.817123,40.549250,16,2010,Rainbow Trout,Catchable,1052
ANTRIM LAKE,-83.033796,40.077248,43,2010,Rainbow Trout,Catchable,3063
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1998,Rainbow Trout,Yearling,2422
DOW LAKE,-82.017642,39.335373,172,2010,Rainbow Trout,Catchable,3060
CENCI PARK LAKE,-82.607983,39.707059,9,2010,Rainbow Trout,Catchable,1250
BLUE LIMESTONE PARK,NULL,NULL,3,2010,Rainbow Trout,Catchable,673
PEARSON METROPARK PONDS,-83.441404,41.638804,2,2010,Rainbow Trout,Catchable,1253
VESUVIUS LAKE,-82.630439,38.606473,106,2010,Rainbow Trout,Catchable,1611
HINCKLEY LAKE,-81.720128,41.226454,80,2010,Rainbow Trout,Catchable,2569
SCHOONOVER LAKE,-84.095553,40.750691,23,2010,Rainbow Trout,Catchable,1457
SILVER CREEK LAKE,-81.683129,40.993561,46,2010,Rainbow Trout,Catchable,2689
WHITE STAR QUARRY,-83.318687,41.371424,16,1998,Rainbow Trout,Yearling,1522
JACKSON CITY RESERVOIR,-82.684611,39.056465,162,2010,Rainbow Trout,Catchable,3013
LITTLE TURTLE POND,NULL,NULL,3,2010,Rainbow Trout,Catchable,1783
PUNDERSON LAKE,-81.210446,41.460767,80,2010,Rainbow Trout,Catchable,2691
MILL CREEK LAKE,-80.674613,41.098026,36,2010,Rainbow Trout,Catchable,2538
MCKARNS LAKE,-84.655914,41.556948,40,2010,Rainbow Trout,Catchable,2025
TURKEY CREEK LAKE,-83.189347,38.733354,49,2010,Rainbow Trout,Catchable,2551
OHIO CANAL LOCK #4,-81.583218,40.877966,2,2010,Rainbow Trout,Catchable,2586
EAST HARBOR STATE PARK POND,NULL,NULL,2,2010,Rainbow Trout,Catchable,501
OLANDER LAKE,-83.709372,41.691181,24,2010,Rainbow Trout,Catchable,2553
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2010,Rainbow Trout,Catchable,2025
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,18561
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,18530
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,18560
VERMILION RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,13480
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,8292
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,12339
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,13363
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,3976
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,14057
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,13953
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,13895
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,2010,Rainbow Trout,Yearling,14011
